symbol,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore_field
MATIC,1665878400000,0.78920000,0.80990000,0.78810000,0.79840000,21642765.80000000,1665964799999,17273966.70842000,60394,11282071.70000000,9004281.98599000,0
MATIC,1665964800000,0.79830000,0.85000000,0.79580000,0.84820000,49566523.70000000,1666051199999,41055443.32148000,125170,25192956.40000000,20878144.01655000,0
MATIC,1666051200000,0.84830000,0.88140000,0.83570000,0.86420000,98636927.70000000,1666137599999,84786951.97127000,221246,50623168.30000000,43474503.81203000,0
MATIC,1666137600000,0.86400000,0.88120000,0.83980000,0.84450000,69116601.30000000,1666223999999,59716273.42669000,178729,34211424.70000000,29556106.59722000,0
MATIC,1666224000000,0.84450000,0.84830000,0.80540000,0.80940000,71430587.00000000,1666310399999,59315490.42902000,170248,35262943.80000000,29249294.41504000,0
MATIC,1666310400000,0.80940000,0.83360000,0.77470000,0.83200000,74134213.30000000,1666396799999,59664873.00680000,165226,35310699.90000000,28403396.85809000,0
MATIC,1666396800000,0.83210000,0.84070000,0.81270000,0.83190000,37710089.00000000,1666483199999,31214389.25404000,77096,17887648.40000000,14805607.14057000,0
MATIC,1666483200000,0.83190000,0.90470000,0.82040000,0.89860000,69369080.00000000,1666569599999,59403999.41001000,147240,36626353.60000000,31389801.38705000,0
MATIC,1666569600000,0.89860000,0.90880000,0.87190000,0.89310000,92087558.50000000,1666655999999,82089448.80911000,212540,46804200.40000000,41718760.23884000,0
MATIC,1666656000000,0.89320000,0.94870000,0.87470000,0.91760000,98785228.70000000,1666742399999,89878448.57472000,249750,50635187.60000000,46067992.80258000,0
MATIC,1666742400000,0.91760000,0.96800000,0.91760000,0.93730000,104834000.10000000,1666828799999,98876903.22136000,229922,53073435.10000000,50053457.99470000,0
MATIC,1666828800000,0.93720000,0.94800000,0.89360000,0.90360000,97730707.30000000,1666915199999,90484632.05950000,213259,49920591.60000000,46227451.47661000,0
MATIC,1666915200000,0.90360000,0.94690000,0.89420000,0.94440000,69963617.80000000,1667001599999,64301555.61600000,154968,35873801.10000000,32964994.81138000,0
MATIC,1667001600000,0.94430000,0.95930000,0.92570000,0.93360000,65433748.50000000,1667087999999,61531901.88421000,148630,33829938.50000000,31811284.55892000,0
MATIC,1667088000000,0.93350000,0.94880000,0.89860000,0.90840000,64416028.00000000,1667174399999,59478237.58939000,145441,30465627.90000000,28117794.65631000,0
MATIC,1667174400000,0.90840000,0.92980000,0.89310000,0.90260000,59360219.50000000,1667260799999,54011618.44960000,133600,29980626.80000000,27275392.52023000,0
MATIC,1667260800000,0.90260000,0.90940000,0.87240000,0.87390000,47627967.50000000,1667347199999,42535770.50381000,116156,23475639.40000000,20980448.81795000,0
MATIC,1667347200000,0.87390000,0.89150000,0.83700000,0.87340000,110965532.10000000,1667433599999,95616698.73952000,266551,54865206.10000000,47264635.48791000,0
