symbol,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore_field
MATIC,1667433600000,0.87330000,0.98430000,0.86840000,0.95120000,174644970.20000000,1667519999999,165610833.17746000,425593,86982541.80000000,82418677.88167000,0
MATIC,1667520000000,0.95120000,1.19900000,0.95050000,1.16920000,300277375.50000000,1667606399999,333583998.29469000,1053988,152717012.30000000,169518566.84869000,0
MATIC,1667606400000,1.16910000,1.30710000,1.15310000,1.18460000,189393717.40000000,1667692799999,229520531.60225000,604349,95002561.00000000,115232007.49623000,0
MATIC,1667692800000,1.18490000,1.21500000,1.13260000,1.13500000,108660119.20000000,1667779199999,126637668.85627000,338156,53273491.30000000,62114161.16534000,0
MATIC,1667779200000,1.13480000,1.29100000,1.12910000,1.25740000,240665299.20000000,1667865599999,294128622.14430000,749780,117790053.20000000,143856192.13611000,0
MATIC,1667865600000,1.25740000,1.27500000,0.90000000,1.04400000,429018153.60000000,1667951999999,476943590.18661000,1332502,211303263.90000000,235279483.19184000,0
MATIC,1667952000000,1.04420000,1.07080000,0.76240000,0.81650000,380019927.50000000,1668038399999,344263814.56267000,1127566,182815348.20000000,165831396.38404000,0
MATIC,1668038400000,0.81650000,1.16210000,0.80040000,1.12450000,439582528.40000000,1668124799999,441008190.01460000,1270612,219876750.70000000,220373165.21524000,0
MATIC,1668124800000,1.12450000,1.16080000,0.96630000,1.06430000,252229352.60000000,1668211199999,266262995.78373000,773998,124653754.20000000,131620246.26084000,0
MATIC,1668211200000,1.06450000,1.06800000,0.92630000,0.93960000,168096609.60000000,1668297599999,163354807.87907000,557169,83254876.90000000,80935752.82778000,0
MATIC,1668297600000,0.93960000,0.96860000,0.86480000,0.88940000,123531551.90000000,1668383999999,112373833.89994000,424702,60602816.60000000,55140995.52211000,0
MATIC,1668384000000,0.88940000,0.96310000,0.83180000,0.91770000,229867545.80000000,1668470399999,209006671.94480000,681630,110686823.90000000,100731309.83181000,0
MATIC,1668470400000,0.91770000,0.97350000,0.90670000,0.94170000,138509381.40000000,1668556799999,130636205.43733000,413893,72204436.50000000,68106087.47786000,0
MATIC,1668556800000,0.94180000,0.95650000,0.87880000,0.89810000,101978756.00000000,1668643199999,92817749.67376000,293974,54382143.00000000,49467317.15508000,0
MATIC,1668643200000,0.89810000,0.91230000,0.86260000,0.87430000,101835293.20000000,1668729599999,89998051.19366000,252240,50854505.90000000,44921855.04390000,0
MATIC,1668729600000,0.87430000,0.89970000,0.86820000,0.87950000,67124443.70000000,1668815999999,59437822.78536000,166500,34774117.70000000,30785723.57775000,0
MATIC,1668816000000,0.87950000,0.88340000,0.84970000,0.87620000,48707549.20000000,1668902399999,42177338.56298000,119656,23296638.90000000,20172706.04648000,0
MATIC,1668902400000,0.87610000,0.88170000,0.79900000,0.80690000,103107522.10000000,1668988799999,86193444.43571000,228006,48796025.80000000,40799602.01976000,0
MATIC,1668988800000,0.80690000,0.82100000,0.76400000,0.79600000,160051447.30000000,1669075199999,127219052.33744000,362044,80051510.70000000,63624958.77086000,0
MATIC,1669075200000,0.79610000,0.86680000,0.77840000,0.85130000,175588937.20000000,1669161599999,145661370.73012000,376967,89007306.20000000,73872243.20403000,0
MATIC,1669161600000,0.85140000,0.87320000,0.83630000,0.86140000,110245680.90000000,1669247999999,94330703.97270000,244970,55949777.20000000,47867291.41088000,0
MATIC,1669248000000,0.86140000,0.89140000,0.84210000,0.84890000,83489471.70000000,1669334399999,71933486.97543000,185013,41191023.40000000,35506441.12264000,0
MATIC,1669334400000,0.84890000,0.84960000,0.81960000,0.84420000,51619516.30000000,1669420799999,43218765.79239000,127325,25110932.50000000,21027729.29828000,0
MATIC,1669420800000,0.84420000,0.87180000,0.83850000,0.84640000,50094639.30000000,1669507199999,42924500.52187000,125729,25219989.10000000,21612683.63112000,0
MATIC,1669507200000,0.84640000,0.86620000,0.84060000,0.84400000,40179484.60000000,1669593599999,34378233.13948000,94835,19752324.20000000,16897915.83360000,0
MATIC,1669593600000,0.84380000,0.84910000,0.80420000,0.82130000,67820385.30000000,1669679999999,55704715.11197000,158116,32580361.40000000,26757869.24221000,0
MATIC,1669680000000,0.82120000,0.84690000,0.81330000,0.83840000,46886705.50000000,1669766399999,39158223.70357000,116164,24432413.90000000,20405483.80741000,0
MATIC,1669766400000,0.83850000,0.94440000,0.83700000,0.93300000,105463856.60000000,1669852799999,93468625.63814000,249032,53600372.40000000,47531877.10047000,0
MATIC,1669852800000,0.93300000,0.94520000,0.90570000,0.90890000,95499520.30000000,1669939199999,88168489.00160000,234985,47092340.10000000,43486228.32763000,0
MATIC,1669939200000,0.90890000,0.94900000,0.89770000,0.94880000,75021481.80000000,1670025599999,69007443.53004000,160435,37382284.00000000,34387112.63692000,0
MATIC,1670025600000,0.94850000,0.95020000,0.89970000,0.90290000,46360672.40000000,1670111999999,42822462.85727000,103572,21261314.70000000,19635149.18435000,0
MATIC,1670112000000,0.90310000,0.92330000,0.90110000,0.92120000,32103473.70000000,1670198399999,29356707.64993000,74187,15832946.90000000,14479358.83520000,0
MATIC,1670198400000,0.92110000,0.94520000,0.89980000,0.91160000,70042641.70000000,1670284799999,64542421.86749000,142462,36238029.30000000,33364250.25827000,0
MATIC,1670284800000,0.91170000,0.92120000,0.89400000,0.91760000,50335479.40000000,1670371199999,45816001.18293000,98233,24824364.80000000,22597984.48574000,0
MATIC,1670371200000,0.91780000,0.91990000,0.87080000,0.89730000,73597178.60000000,1670457599999,65421084.69810000,140761,34520323.10000000,30682661.91052000,0
MATIC,1670457600000,0.89730000,0.93150000,0.88740000,0.92760000,56439864.50000000,1670543999999,51263906.98583000,117995,28585769.40000000,25968198.67478000,0
MATIC,1670544000000,0.92760000,0.93470000,0.90810000,0.90970000,46265511.10000000,1670630399999,42629091.53356000,94917,22719960.00000000,20935596.92191000,0
MATIC,1670630400000,0.90980000,0.91670000,0.90040000,0.90820000,28182643.90000000,1670716799999,25564028.28951000,56963,15018897.60000000,13621189.95082000,0
MATIC,1670716800000,0.90820000,0.91500000,0.88880000,0.89220000,25372990.40000000,1670803199999,22939861.87814000,56067,12029867.80000000,10877602.72118000,0
MATIC,1670803200000,0.89210000,0.91280000,0.87000000,0.91070000,53203041.90000000,1670889599999,47274002.32296000,107075,26404467.30000000,23473479.05671000,0
MATIC,1670889600000,0.91070000,0.94190000,0.87890000,0.92440000,102623490.40000000,1670975999999,93676118.41158000,196244,49341930.40000000,45045948.56841000,0
MATIC,1670976000000,0.92440000,0.93830000,0.89360000,0.90260000,72757384.50000000,1671062399999,66826851.56437000,137799,34956138.30000000,32121582.24101000,0
MATIC,1671062400000,0.90290000,0.90620000,0.87210000,0.87870000,50583863.60000000,1671148799999,45010226.88415000,98715,23620283.20000000,21005694.09242000,0
MATIC,1671148800000,0.87870000,0.89100000,0.78130000,0.79530000,101403720.70000000,1671235199999,84944651.10726000,205947,47089450.10000000,39488276.34976000,0
MATIC,1671235200000,0.79530000,0.81880000,0.78160000,0.81560000,59801878.40000000,1671321599999,48035418.84564000,109204,28523361.40000000,22910811.19494000,0
MATIC,1671321600000,0.81560000,0.82640000,0.80260000,0.81260000,35962632.20000000,1671407999999,29278435.66487000,66379,17562771.40000000,14298401.51897000,0
MATIC,1671408000000,0.81270000,0.82180000,0.75700000,0.77370000,82625037.10000000,1671494399999,65210500.02081000,151058,42474766.60000000,33549593.81130000,0
MATIC,1671494400000,0.77360000,0.80880000,0.76780000,0.80120000,75702229.40000000,1671580799999,60226813.83826000,124900,40673078.20000000,32357357.15594000,0
MATIC,1671580800000,0.80120000,0.80360000,0.78570000,0.79380000,37724415.80000000,1671667199999,29938651.61776000,65627,18521330.20000000,14696522.21340000,0
MATIC,1671667200000,0.79390000,0.79760000,0.76980000,0.79660000,47522907.20000000,1671753599999,37389458.48310000,77652,23617613.60000000,18582168.41496000,0
MATIC,1671753600000,0.79660000,0.80720000,0.79060000,0.79910000,37371721.90000000,1671839999999,29879025.89640000,70475,18547183.60000000,14827672.35293000,0
MATIC,1671840000000,0.79920000,0.80110000,0.79300000,0.79580000,16152930.60000000,1671926399999,12878966.91154000,32994,7572414.30000000,6037574.74593000,0
MATIC,1671926400000,0.79560000,0.79910000,0.78530000,0.79500000,21488619.90000000,1672012799999,17021958.36340000,40931,10388317.10000000,8229074.67818000,0
MATIC,1672012800000,0.79520000,0.81680000,0.79360000,0.81540000,27562698.70000000,1672099199999,22150194.31359000,52842,13989556.10000000,11244757.72016000,0
MATIC,1672099200000,0.81540000,0.81960000,0.79730000,0.80630000,36924059.60000000,1672185599999,29914021.35104000,67763,17825325.10000000,14441392.89235000,0
MATIC,1672185600000,0.80640000,0.80850000,0.77500000,0.78270000,50667384.90000000,1672271999999,39901871.86158000,92184,25121137.20000000,19782087.06242000,0
MATIC,1672272000000,0.78270000,0.78670000,0.76880000,0.77690000,38877378.90000000,1672358399999,30284115.72370000,68394,19212670.20000000,14964791.07656000,0
MATIC,1672358400000,0.77690000,0.78110000,0.74720000,0.76120000,48066470.60000000,1672444799999,36526193.79245000,83654,23225697.30000000,17650241.59705000,0
MATIC,1672444800000,0.76130000,0.77180000,0.75360000,0.75830000,20701094.30000000,1672531199999,15774818.38546000,41021,10419657.50000000,7940746.35170000,0
MATIC,1672531200000,0.75840000,0.76270000,0.74770000,0.76030000,18521544.50000000,1672617599999,13994531.99958000,37980,9124110.90000000,6893625.16384000,0
MATIC,1672617600000,0.76010000,0.79070000,0.74930000,0.78090000,43701826.20000000,1672703999999,33775027.48109000,75600,22684390.20000000,17538317.24317000,0
MATIC,1672704000000,0.78090000,0.78850000,0.77140000,0.77980000,34773381.30000000,1672790399999,27111537.59607000,65043,16520849.30000000,12880003.93751000,0
MATIC,1672790400000,0.77970000,0.81430000,0.77720000,0.80680000,68453752.50000000,1672876799999,54886910.69803000,113266,34587857.30000000,27730489.70706000,0
MATIC,1672876800000,0.80690000,0.81080000,0.78500000,0.78900000,37847137.90000000,1672963199999,30127394.78258000,66687,18780334.50000000,14952057.29589000,0
MATIC,1672963200000,0.78910000,0.80030000,0.77110000,0.79920000,46408010.40000000,1673049599999,36421400.26211000,82315,23922045.20000000,18768896.44909000,0
MATIC,1673049600000,0.79930000,0.81130000,0.79810000,0.80630000,30097362.30000000,1673135999999,24211717.47300000,53099,14674999.30000000,11805067.53351000,0
MATIC,1673136000000,0.80640000,0.84500000,0.79650000,0.84070000,49373795.70000000,1673222399999,40234353.77661000,90546,25064382.50000000,20434241.72161000,0
MATIC,1673222400000,0.84050000,0.87700000,0.83480000,0.84260000,109575625.50000000,1673308799999,93856846.08322000,183500,53795226.80000000,46094992.09591000,0
MATIC,1673308800000,0.84260000,0.86090000,0.83190000,0.85850000,52018558.70000000,1673395199999,44120488.02986000,97666,25740147.60000000,21829940.62746000,0
MATIC,1673395200000,0.85850000,0.90120000,0.84430000,0.89140000,63992519.90000000,1673481599999,55312637.60111000,131660,32183201.90000000,27834766.74001000,0
MATIC,1673481600000,0.89140000,0.92400000,0.85400000,0.91520000,128894981.80000000,1673567999999,115095514.67716000,222998,64431801.80000000,57555052.09744000,0
MATIC,1673568000000,0.91520000,0.93940000,0.89550000,0.93040000,72814357.70000000,1673654399999,66565801.81007000,145144,36684373.60000000,33529261.15580000,0
MATIC,1673654400000,0.93050000,1.05510000,0.92920000,0.99810000,185014275.60000000,1673740799999,182802572.68735000,421446,92882680.50000000,91839731.06524000,0
MATIC,1673740800000,0.99780000,1.00300000,0.95400000,0.98310000,69071343.00000000,1673827199999,67441861.11335000,152097,33759237.20000000,32958165.61787000,0
MATIC,1673827200000,0.98310000,1.04770000,0.96660000,1.01950000,134817061.50000000,1673913599999,135757779.82523000,299456,67125057.30000000,67630260.65622000,0
MATIC,1673913600000,1.01950000,1.03840000,0.99120000,0.99410000,71496887.30000000,1673999999999,72448132.77248000,189005,35041804.60000000,35509733.30533000,0
MATIC,1674000000000,0.99410000,1.01980000,0.92500000,0.93800000,100446124.10000000,1674086399999,98065066.56774000,263012,48212844.20000000,47034025.07267000,0
MATIC,1674086400000,0.93800000,0.95700000,0.91670000,0.95280000,59956833.00000000,1674172799999,56370186.48508000,126541,29285091.20000000,27540886.57598000,0
MATIC,1674172800000,0.95290000,1.02780000,0.93720000,1.02600000,73706577.50000000,1674259199999,72049919.25793000,168465,36674888.70000000,35846252.83806000,0
MATIC,1674259200000,1.02590000,1.04090000,0.98600000,0.98970000,96255117.80000000,1674345599999,97900403.76265000,223707,45491186.00000000,46285171.46621000,0
MATIC,1674345600000,0.98980000,1.03130000,0.97500000,0.99390000,80600603.10000000,1674431999999,80716714.78441000,199665,38069949.00000000,38107531.00392000,0
MATIC,1674432000000,0.99400000,1.01400000,0.96920000,0.99360000,72198083.50000000,1674518399999,72026764.79697000,167065,35061106.40000000,34967293.44972000,0
MATIC,1674518400000,0.99360000,1.04220000,0.94010000,0.95550000,90862812.80000000,1674604799999,90757674.27660000,237642,45213044.30000000,45192478.11077000,0
MATIC,1674604800000,0.95550000,1.01850000,0.93180000,0.99200000,87320934.80000000,1674691199999,84318519.60528000,209236,41043899.80000000,39640835.62376000,0
MATIC,1674691200000,0.99220000,1.12800000,0.98620000,1.12400000,154935443.10000000,1674777599999,164248988.28374000,437364,75907769.30000000,80461778.17110000,0
